QKEY,INTERVIEW_START_W152,INTERVIEW_END_W152,DEVICE_TYPE_W152,SVYMODE_W152,LANG_W152,FORM_W152,AI_HEARD_W152,CNCEXC_W152,USEAI_W152,AICONTROL1_W152,AICONTROL2_W152,AICHANGE_W152,AIFUTRIMPCT_a_W152,AIFUTRIMPCT_b_W152,AIFUTRIMPCT_c_W152,AIFUTRIMPCT_d_W152,AIFUTRIMPCT_e_W152,AIFUTRIMPCT_f_W152,AIFUTRIMPCT_g_W152,AIFUTRIMPCT_h_W152,AIFUTRIMPCT_i_W152,AIFUTRIMPCT_j_W152,AIJOBS_W152,AIJOBIMPCT_a_W152,AIJOBIMPCT_b_W152,AIJOBIMPCT_c_W152,AIJOBIMPCT_d_W152,AIJOBIMPCT_e_W152,AIJOBIMPCT_f_W152,AIJOBIMPCT_g_W152,AIJOBIMPCT_h_W152,AIJOBIMPCT_i_W152,AIJOBIMPCT_j_W152,HUMANVAI_a_W152,HUMANVAI_b_W152,HUMANVAI_c_W152,HUMANVAI_d_W152,HUMANVAI_e_W152,HUMANVAI_f_W152,HUMANVAI_g_W152,HUMANVAI_h_W152,PERSBENHRM_W152,TRSTAIPRS_W152,AICONCERN_a_W152,AICONCERN_b_W152,AICONCERN_c_W152,AICONCERN_d_W152,AICONCERN_e_W152,AICONCERN_f_W152,AICONCERN_g_W152,FUTRAI_a_W152,FUTRAI_b_W152,FUTRAI_c_W152,FUTRAI_d_W152,DISCRIM1_a_W152,DISCRIM1_b_W152,DISCRIM1_c_W152,DISCRIM1_d_W152,DISCRIM1_e_W152,DISCRIM1_f_W152,AIREG_W152,REGCONFG_W152,REGCONFI_W152,CHATAWARE_W152,CHATUSE_W152,CHATHELPFUL_W152,DRIVE1_W152,DRIVE2_a_W152,DRIVE2_b_W152,DRIVE2_c_W152,DRIVE2_d_W152,DRIVE2_e_W152,DRIVE2_f_W152,DRIVE3_W152,DRIVER_W152,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W152
201801181642,13-Aug-2024 21:20:44,13-Aug-2024 21:33:41,3,1,9,1,1,2,2,5,2,5,2,2,5,4,6,,,,,,2,3,1,3,2,2,,,,,,4,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,4,2,5,5,1,4,4,4,1,4,2,5,5,2,1,3,3,3,3,1,3,3,3,5,4,1,4,9,3,4,2,1,5,2,,1,1,1,1,2,12,,3,6,2,,2,4,1,6,4,3,2,2,1.1636839744471588
201801181665,13-Aug-2024 15:38:23,13-Aug-2024 16:03:58,1,1,9,1,1,1,1,3,1,3,1,4,4,2,6,,,,,,3,3,1,2,3,3,,,,,,1,2,2,2,1,1,2,1,2,1,5,2,3,3,4,4,4,3,6,2,6,2,3,3,3,1,2,1,3,3,1,1,1,6,1,2,3,3,1,1,3,2,1,4,9,2,2,1,1,6,2,,4,3,5,4,1,2,2,2,2,2,,2,3,1,9,3,1,2,3,0.5662792049802603
201801181892,14-Aug-2024 09:12:53,14-Aug-2024 09:25:30,1,1,9,2,1,3,2,3,1,3,,,,,,3,6,2,2,2,4,,,,,,3,2,2,4,2,4,3,3,1,1,4,3,1,2,1,4,2,2,3,4,3,3,3,4,6,3,5,5,5,5,2,2,2,4,4,2,2,,3,1,1,2,2,1,1,4,2,1,4,9,2,3,1,3,2,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,4,1,2,3,0.7507977357662191
201801181908,13-Aug-2024 14:10:28,13-Aug-2024 14:14:30,3,1,9,2,2,3,3,4,1,2,,,,,,2,3,2,2,3,3,,,,,,3,3,2,3,3,3,3,3,3,3,4,1,1,2,3,3,1,3,1,2,2,3,3,4,2,3,5,5,5,5,5,5,2,3,4,2,1,3,6,1,2,2,3,2,2,3,1,1,4,9,1,3,1,1,6,2,,1,1,1,1,6,1,1,1,6,2,,2,4,1,9,4,1,1,3,0.8114890236738895
201801182117,18-Aug-2024 05:26:42,18-Aug-2024 05:35:54,3,1,9,1,1,2,5,5,2,3,1,6,6,6,6,,,,,,4,2,2,2,4,4,,,,,,4,1,4,1,4,4,1,4,3,3,1,1,1,1,1,3,3,3,6,3,3,5,5,5,5,5,5,2,3,6,1,1,2,6,1,1,1,1,1,1,3,1,1,4,9,1,4,1,2,4,2,,4,3,5,4,1,1,2,1,5,4,1,1,1,1,9,2,2,2,2,0.6955784856735923
201801182135,13-Aug-2024 16:12:40,13-Aug-2024 16:19:12,3,1,9,1,1,3,1,4,2,6,2,2,5,2,6,,,,,,3,2,1,2,2,3,,,,,,1,1,2,2,1,1,1,1,3,1,1,1,3,1,5,5,3,5,4,3,3,5,5,5,5,5,5,2,5,4,1,1,4,4,2,1,1,1,1,1,2,1,1,4,9,2,2,1,1,6,1,6,3,4,3,4,1,2,2,2,3,3,1,1,2,1,9,3,1,1,3,0.13525972991407115
201801182237,13-Aug-2024 15:39:38,13-Aug-2024 15:46:32,1,1,9,2,2,2,4,3,2,3,,,,,,5,4,3,4,5,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,2,4,4,2,1,3,4,1,1,1,1,1,1,2,1,1,4,9,2,2,1,2,4,1,7,1,1,3,1,1,1,1,1,4,3,1,1,2,3,9,3,2,2,3,0.48718543496553995
201801182402,13-Aug-2024 15:40:33,13-Aug-2024 15:47:15,3,1,9,2,2,2,5,4,2,3,,,,,,3,3,3,3,3,2,,,,,,3,3,3,3,3,2,1,2,3,3,2,2,2,1,2,2,1,1,1,2,2,2,3,2,4,4,3,3,3,3,3,3,2,4,4,3,,,4,1,1,1,2,1,1,4,1,2,4,9,3,3,2,2,4,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,9,2,1,2,3,1.0279608734182486
201801182559,13-Aug-2024 19:52:09,13-Aug-2024 19:58:28,1,1,9,2,1,2,1,4,2,5,,,,,,5,5,5,6,5,2,,,,,,2,2,3,2,4,1,4,2,4,2,2,2,1,3,2,2,1,1,1,2,1,2,3,1,3,4,1,4,4,4,1,4,2,4,4,2,2,,5,2,3,3,2,3,3,3,2,1,4,9,2,4,1,3,2,2,,1,2,2,1,2,1,1,1,2,2,,2,4,1,5,5,2,99,2,1.2847883367850217
201801182569,13-Aug-2024 19:09:04,13-Aug-2024 19:29:04,1,1,9,2,1,3,5,3,3,3,,,,,,3,6,2,6,3,2,,,,,,2,2,4,4,4,4,1,4,4,1,4,1,4,3,3,3,2,2,1,3,3,3,2,4,3,6,5,5,5,5,5,5,2,4,3,2,2,,4,1,2,2,2,1,2,4,2,1,4,9,2,4,1,2,3,2,,1,1,1,1,3,1,2,1,6,1,,1,1,1,3,2,2,2,2,0.8906991466690268
201801182598,13-Aug-2024 19:24:13,13-Aug-2024 19:32:27,3,1,9,2,1,3,2,3,2,2,,,,,,4,3,3,3,3,2,,,,,,2,2,2,2,2,1,3,2,1,3,4,2,2,2,2,2,3,2,3,3,4,2,3,3,2,3,2,2,2,2,2,2,2,5,5,1,1,2,5,1,1,2,2,1,1,2,2,1,4,9,2,2,2,1,6,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,9,2,1,2,3,0.9423360424392759
201801182616,13-Aug-2024 21:03:00,13-Aug-2024 21:08:06,1,1,9,2,2,2,5,4,2,3,,,,,,2,5,2,2,5,2,,,,,,3,2,3,2,2,2,2,2,3,3,3,2,1,3,2,4,2,2,2,4,4,2,4,4,3,4,1,3,3,1,1,1,2,5,4,2,2,,3,2,3,1,2,1,2,4,1,1,4,9,2,1,1,1,5,1,8,1,5,3,1,2,2,2,2,5,3,2,2,3,1,9,3,1,2,3,1.333196288953995
201801182745,13-Aug-2024 16:42:59,13-Aug-2024 16:50:17,3,1,9,2,2,3,3,3,1,6,,,,,,6,6,3,6,5,4,,,,,,3,4,3,3,4,2,2,2,2,4,4,4,4,3,2,3,1,1,1,3,3,3,3,2,2,6,5,5,5,5,5,5,3,5,5,3,,,1,2,2,2,2,2,1,4,2,1,4,9,2,4,2,1,6,2,,1,1,1,1,1,11,,4,3,2,,2,4,1,5,4,2,1,2,0.6246108392280221
201801182952,13-Aug-2024 16:28:37,13-Aug-2024 16:48:37,3,1,9,2,2,3,4,2,2,4,,,,,,4,4,2,5,4,2,,,,,,4,3,3,3,1,1,2,2,2,4,1,4,2,1,2,1,1,2,1,1,3,2,5,2,4,4,1,4,4,5,1,4,2,4,4,1,1,3,3,3,1,3,2,1,1,3,2,1,4,9,1,1,3,1,5,2,,4,3,5,4,6,10,,3,6,4,2,2,4,1,7,5,1,2,2,0.9324763773638447
201801183049,15-Aug-2024 12:21:24,15-Aug-2024 12:30:19,3,1,9,2,1,3,4,4,2,3,,,,,,3,4,2,2,4,3,,,,,,2,2,3,2,2,1,2,1,4,2,1,2,2,2,2,1,2,2,2,3,2,4,3,3,2,4,3,1,5,2,3,1,3,3,4,2,1,4,3,3,2,2,2,1,3,4,1,1,4,9,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,2,2,1,2,0.6864239575498301
201801183055,14-Aug-2024 19:45:02,14-Aug-2024 19:52:53,1,1,9,2,2,2,5,5,2,5,,,,,,2,5,5,4,2,2,,,,,,2,2,2,2,2,4,4,2,2,4,2,4,3,1,2,3,1,1,2,3,1,1,1,2,5,4,5,5,5,5,1,2,2,5,5,1,2,,3,2,2,2,2,2,2,3,1,2,4,9,3,2,2,2,3,2,,1,1,1,1,6,12,,3,6,3,2,2,3,1,1,3,1,2,1,0.9320931042355974
201801183153,13-Aug-2024 16:09:06,13-Aug-2024 16:18:58,3,1,9,1,1,3,99,5,3,3,6,3,6,3,6,,,,,,2,3,3,3,3,3,,,,,,4,2,2,2,2,4,2,2,1,2,3,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,,,4,1,2,1,2,1,2,4,2,1,4,9,3,4,2,2,3,2,,1,1,1,1,5,3,2,4,2,1,,1,1,1,6,2,2,2,1,1.0327481770645803
201801183163,13-Aug-2024 14:45:21,13-Aug-2024 14:52:36,1,1,9,1,2,2,1,4,2,4,3,5,4,4,6,,,,,,4,2,4,3,2,3,,,,,,2,2,2,4,4,2,4,2,1,2,2,1,2,2,4,2,3,3,2,4,4,5,5,5,5,5,5,2,5,6,2,2,,4,2,1,2,2,1,2,3,1,1,4,9,3,3,2,1,6,2,,4,1,1,4,1,2,2,2,1,1,,1,1,3,9,1,2,1,2,1.0811062325368583
201801183389,17-Aug-2024 04:23:38,17-Aug-2024 04:30:15,3,1,9,2,2,2,5,4,3,6,,,,,,3,6,4,6,6,2,,,,,,2,2,3,2,2,2,2,2,3,2,2,2,2,1,3,1,1,1,1,4,1,1,4,1,4,4,5,5,5,5,5,5,2,4,4,2,2,,3,1,1,1,1,1,1,3,2,1,4,9,2,3,2,1,5,2,,1,1,1,1,1,2,2,2,2,2,,2,3,1,9,3,2,1,2,0.961493387136866
201801183671,13-Aug-2024 15:30:35,13-Aug-2024 15:34:19,3,1,9,2,1,1,4,3,1,2,,,,,,2,3,2,6,4,2,,,,,,2,2,3,2,3,3,1,2,1,2,2,1,2,2,3,1,1,3,3,3,3,3,4,4,2,3,2,2,2,2,2,2,2,3,3,1,1,1,5,1,1,2,2,1,2,3,1,1,4,9,3,2,1,2,3,2,,1,1,1,1,1,10,,3,5,2,,2,4,1,9,4,1,2,2,0.9041885506693712
201801183676,13-Aug-2024 16:52:48,13-Aug-2024 19:38:30,1,1,9,1,2,2,5,5,2,6,6,5,6,5,5,,,,,,2,4,4,2,2,4,,,,,,2,4,4,2,4,2,4,4,1,2,2,1,1,2,2,2,1,1,1,6,6,3,3,3,3,3,4,2,5,5,3,,,5,1,1,2,3,1,1,2,4,2,4,9,1,3,2,2,3,2,,1,1,1,1,6,12,,3,5,99,99,9,9,3,1,99,5,2,99,2.906224949804574
201801184093,14-Aug-2024 15:39:01,14-Aug-2024 15:44:43,1,1,9,2,1,2,2,5,2,5,,,,,,4,4,3,3,5,2,,,,,,3,2,3,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,4,2,3,5,2,3,4,2,2,2,2,2,2,2,4,5,1,1,4,5,2,2,2,1,1,1,3,1,1,3,6,2,2,1,1,6,2,,1,1,1,1,1,1,1,1,1,3,2,2,3,1,9,3,1,1,3,0.694583289948838
201801184222,16-Aug-2024 00:33:33,16-Aug-2024 00:34:33,1,1,9,2,2,3,3,4,3,3,,,,,,3,3,3,3,3,3,,,,,,4,2,3,2,4,4,1,1,1,4,3,1,2,2,3,3,3,3,3,3,3,3,4,4,4,3,5,5,5,5,5,5,2,4,4,2,1,2,4,1,1,1,3,1,1,3,2,2,4,9,1,2,2,3,2,2,,1,3,5,1,1,2,2,2,5,2,,2,3,1,2,3,1,1,1,0.26966030916126016
201801184464,15-Aug-2024 17:46:43,15-Aug-2024 17:50:47,1,1,9,1,2,2,1,4,2,3,3,5,4,4,4,,,,,,2,2,2,2,2,2,,,,,,4,2,2,2,2,2,2,2,1,2,2,1,2,3,1,1,1,1,1,4,4,1,3,3,3,1,2,2,5,5,1,1,3,5,1,1,1,1,1,1,3,2,1,4,9,1,1,2,2,4,2,,1,3,5,1,6,12,,3,6,3,1,1,2,2,3,3,1,2,1,0.6557070166767063
201801184553,13-Aug-2024 17:58:12,13-Aug-2024 18:14:15,1,1,9,1,2,1,2,4,1,2,2,2,2,2,2,,,,,,1,3,1,2,2,3,,,,,,4,3,4,2,1,1,1,2,2,3,3,3,4,4,4,3,4,2,3,3,3,2,2,2,2,1,2,2,3,4,2,1,2,4,1,2,1,2,1,1,2,2,1,4,9,1,2,1,2,3,1,8,1,1,3,1,2,10,,3,5,2,,2,4,1,3,4,1,2,1,0.2492567906870484
201801184588,13-Aug-2024 15:58:12,13-Aug-2024 16:04:01,1,1,9,1,1,3,3,3,2,3,2,3,3,3,3,,,,,,2,3,3,2,2,3,,,,,,2,3,2,2,3,2,1,3,1,2,2,1,3,3,3,2,3,3,3,4,4,3,3,3,3,3,3,2,3,3,2,2,,3,2,2,1,1,2,2,3,1,1,4,9,2,3,1,1,5,2,,4,3,5,4,3,2,2,2,2,3,1,1,2,1,3,3,2,2,1,0.8111605597870142
201801184638,15-Aug-2024 15:25:02,15-Aug-2024 15:37:32,3,1,9,2,1,1,2,2,1,3,,,,,,3,3,2,3,3,4,,,,,,4,4,3,4,4,4,4,4,4,4,4,99,4,2,2,2,2,2,2,2,3,5,6,6,3,3,5,5,5,5,5,5,3,3,3,3,,,2,3,3,2,2,2,3,4,2,1,3,7,3,4,1,2,3,2,,1,1,1,1,1,3,1,4,2,1,,1,1,1,99,1,2,1,99,0.5999943327946259
201801184699,13-Aug-2024 15:26:00,13-Aug-2024 15:34:40,3,1,9,1,2,3,3,4,2,6,2,3,4,6,3,,,,,,2,2,2,2,2,4,,,,,,4,2,4,4,4,4,1,4,3,3,1,1,1,1,2,2,2,6,6,6,6,5,5,5,5,5,5,3,4,4,2,2,,3,1,1,1,1,1,1,3,1,1,4,9,3,4,2,1,5,2,,1,1,1,1,3,12,,3,6,3,2,2,3,1,9,3,2,1,3,0.6989421514061881
201801184933,13-Aug-2024 14:16:26,13-Aug-2024 14:23:04,1,1,9,2,2,2,4,4,2,5,,,,,,6,5,6,6,5,4,,,,,,3,2,3,4,1,3,3,2,4,3,4,4,2,1,2,1,1,1,1,1,1,3,6,3,4,5,1,5,5,5,2,3,2,3,4,2,2,,5,1,1,1,1,1,1,2,1,1,4,9,2,4,2,1,6,2,,1,1,1,1,5,1,2,1,2,2,,2,4,1,4,4,2,1,2,0.8087572684640484
201801185053,14-Aug-2024 20:37:53,14-Aug-2024 20:43:36,3,1,9,2,1,2,5,4,2,4,,,,,,5,4,3,3,5,2,,,,,,3,2,3,2,3,1,2,2,2,1,2,1,3,1,2,1,1,1,1,1,2,3,5,3,3,5,4,4,4,4,4,4,2,5,5,1,2,,5,1,1,1,1,1,1,2,2,1,4,9,1,2,1,1,5,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,1,4,1,2,1,0.8924100153056218
201801185073,13-Aug-2024 14:06:05,13-Aug-2024 14:11:01,1,1,9,2,1,2,2,4,2,4,,,,,,5,4,2,4,5,3,,,,,,3,2,3,3,3,1,2,2,2,1,2,2,2,3,3,2,3,3,2,2,3,4,4,2,3,4,3,3,3,3,3,3,1,4,3,1,1,4,4,1,1,2,3,1,2,3,3,1,4,9,1,2,1,2,3,1,1,1,1,3,1,1,10,,3,6,2,,2,3,1,9,3,1,2,3,0.3182645994680264
201801185074,14-Aug-2024 23:24:38,14-Aug-2024 23:30:52,1,1,9,2,2,2,2,5,2,5,,,,,,4,4,5,6,5,4,,,,,,4,4,4,2,4,2,2,2,4,2,2,4,2,1,3,1,1,1,1,2,2,2,5,6,6,6,1,4,3,3,5,4,3,4,5,2,1,3,4,2,1,1,1,1,1,3,2,1,4,9,1,3,3,1,6,99,,1,99,99,1,6,99,,99,2,4,99,9,9,1,2,5,2,2,99,0.31456125783443506
201801185202,17-Aug-2024 20:22:20,17-Aug-2024 20:27:41,1,1,9,2,2,2,5,5,2,5,,,,,,6,5,5,6,6,2,,,,,,2,2,4,2,2,2,4,2,4,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,5,5,5,5,5,5,5,5,2,5,5,1,1,3,6,2,1,1,1,1,3,1,1,1,4,9,1,2,1,2,3,2,,1,1,1,1,3,10,,3,6,4,1,1,2,1,7,3,1,2,2,1.356680533625629
201801185256,13-Aug-2024 14:14:39,13-Aug-2024 14:26:35,3,1,9,2,2,2,5,5,2,4,,,,,,2,4,6,2,2,2,,,,,,2,2,4,4,1,2,1,1,1,1,2,2,2,3,2,3,1,1,1,2,1,3,2,3,4,4,2,3,3,3,2,2,2,2,2,2,2,,4,2,2,2,2,1,1,4,4,1,4,9,2,4,2,1,6,2,,1,1,1,1,3,9,,3,6,2,,2,4,1,8,5,2,1,3,0.5662733541368885
201801185258,13-Aug-2024 14:12:48,13-Aug-2024 14:19:31,1,1,9,1,2,2,2,4,2,4,4,4,4,4,4,,,,,,3,2,2,2,3,3,,,,,,3,2,2,2,2,2,2,3,1,2,2,3,2,2,4,2,3,4,2,5,5,2,3,3,2,2,3,2,4,5,2,2,,3,1,1,1,2,1,1,2,2,1,4,9,1,2,1,1,5,2,,1,1,1,1,1,9,,3,6,3,2,2,3,1,9,3,1,1,3,0.6255110192630721
201801185286,13-Aug-2024 14:16:13,13-Aug-2024 14:22:02,3,1,9,1,2,3,5,5,3,6,6,6,6,6,6,,,,,,4,4,4,4,4,4,,,,,,4,99,4,4,4,4,4,4,3,3,4,1,1,3,2,2,2,6,6,6,6,5,5,5,5,5,5,2,2,4,3,,,3,1,1,1,1,2,1,4,99,1,4,9,2,4,2,1,5,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,6,2,2,2,2,1.0080054203689084
201801185508,14-Aug-2024 00:22:37,14-Aug-2024 00:31:05,1,1,9,1,2,2,2,4,2,4,4,4,6,4,5,,,,,,2,3,1,2,2,3,,,,,,4,3,2,3,2,2,3,2,1,2,2,1,2,1,1,3,3,1,2,4,3,1,4,4,3,1,2,2,4,4,1,1,2,4,1,2,1,2,1,1,3,1,1,4,9,2,1,3,3,1,2,,1,1,1,1,1,12,,3,6,4,2,2,4,3,3,4,1,2,1,1.281860650484374
201801185543,14-Aug-2024 18:40:09,14-Aug-2024 19:17:41,1,1,9,1,2,2,4,3,2,2,2,4,3,2,4,,,,,,2,3,1,2,2,2,,,,,,2,2,2,2,2,2,2,3,1,3,3,2,3,2,5,2,2,4,3,4,4,4,4,4,4,4,4,2,4,4,2,2,,4,1,1,2,1,1,2,2,1,1,4,9,3,3,1,3,2,2,,1,1,1,1,1,1,2,1,6,1,,1,1,1,8,2,1,2,2,1.0582001219008017
201801185591,14-Aug-2024 14:34:40,14-Aug-2024 14:40:16,1,1,9,2,1,3,3,2,3,3,,,,,,5,6,3,2,4,2,,,,,,3,2,2,2,4,1,2,2,2,3,4,2,1,1,2,3,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,3,1,1,3,4,2,2,2,2,1,2,3,2,1,4,9,2,1,1,2,3,2,,1,1,1,1,6,1,2,1,4,3,1,1,2,2,99,3,2,1,99,2.9179936201400842
201801185623,16-Aug-2024 18:22:17,16-Aug-2024 18:25:29,1,1,9,1,2,3,4,4,3,3,4,3,4,4,3,,,,,,4,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,6,6,4,5,5,5,5,5,5,5,3,6,6,3,,,3,1,1,2,1,1,2,2,1,1,4,9,1,1,2,1,5,2,,1,1,1,1,2,1,2,1,4,3,2,2,3,1,3,3,2,2,2,1.7847243003242519
201801185751,13-Aug-2024 15:26:59,13-Aug-2024 15:32:17,3,1,9,1,1,2,4,4,2,4,2,4,5,2,5,,,,,,3,3,2,3,3,3,,,,,,1,2,2,2,2,3,2,2,1,3,1,2,1,2,1,4,4,5,4,3,3,1,4,4,3,1,3,2,3,5,1,2,,3,2,3,1,2,1,2,3,1,1,4,9,2,2,1,1,6,2,,1,1,1,1,1,1,2,1,5,3,2,2,4,1,7,4,2,2,2,1.3816917879111699
201801185791,13-Aug-2024 15:20:24,13-Aug-2024 15:29:42,4,1,9,2,2,3,5,4,2,3,,,,,,3,6,3,6,4,2,,,,,,2,4,4,4,3,1,4,4,4,4,4,2,2,3,2,3,1,1,3,2,4,3,6,3,3,6,5,5,5,5,5,5,2,4,5,3,,,3,1,2,1,3,1,1,3,1,2,4,9,3,4,1,2,3,2,,1,1,1,1,2,9,,3,6,3,2,2,3,1,9,3,2,2,2,0.8215757051491571
201801186066,13-Aug-2024 19:12:02,13-Aug-2024 19:22:28,1,1,9,1,2,2,5,3,2,4,4,5,5,4,5,,,,,,2,4,2,2,2,4,,,,,,2,4,2,4,2,2,2,4,1,2,2,2,2,2,2,2,2,6,2,4,5,5,5,5,5,5,5,2,4,4,3,,,5,1,1,1,2,1,2,3,2,2,4,9,2,3,2,3,2,2,,1,1,1,1,3,1,1,1,5,1,,1,1,2,1,2,2,1,1,1.108643874696699
201801186113,13-Aug-2024 14:17:42,13-Aug-2024 14:29:41,1,1,9,2,2,3,5,3,2,3,,,,,,2,3,4,3,4,2,,,,,,2,2,2,2,2,1,1,3,1,1,3,1,1,3,2,4,1,2,3,2,2,3,1,2,3,3,2,5,5,5,3,2,2,4,4,2,2,,3,1,1,2,1,1,1,1,3,1,4,9,2,4,1,3,2,2,,1,1,1,1,1,2,2,2,6,2,,2,3,1,2,3,2,2,1,0.8277328186763722
201801186171,13-Aug-2024 14:23:59,13-Aug-2024 14:32:42,1,1,9,2,1,3,2,3,2,1,,,,,,1,3,1,1,3,1,,,,,,3,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,3,2,4,1,2,2,3,3,3,1,3,1,3,3,1,1,3,3,2,2,1,1,1,1,3,1,1,4,9,2,4,1,2,3,2,,1,1,1,1,1,12,,3,6,3,2,2,4,1,4,4,2,1,2,0.6044188394980359
201801186217,13-Aug-2024 14:08:49,13-Aug-2024 14:17:48,1,1,9,1,2,2,4,2,2,5,6,4,5,5,4,,,,,,2,3,2,2,2,2,,,,,,1,3,1,4,4,4,3,4,1,2,3,2,3,3,3,1,1,3,3,5,5,5,5,5,5,99,2,2,5,3,3,,,5,1,1,1,1,2,1,1,1,2,4,9,3,3,2,3,2,2,,1,1,1,1,1,12,,3,6,1,,1,2,1,4,3,2,2,2,1.4197824592082253
201801186221,13-Aug-2024 15:07:07,13-Aug-2024 15:13:20,3,1,9,2,2,3,5,4,2,5,,,,,,3,4,3,3,5,2,,,,,,4,4,4,4,4,4,2,4,1,2,2,4,1,3,3,1,1,1,1,1,3,4,2,3,6,4,5,5,5,5,1,2,3,5,4,3,,,3,3,3,1,1,1,3,4,1,2,4,9,3,4,2,3,2,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,6,2,1,2,2,0.7360147394754758
201801186237,14-Aug-2024 15:36:27,14-Aug-2024 15:42:02,3,1,9,2,2,3,2,3,2,3,,,,,,6,4,4,6,3,2,,,,,,4,4,4,4,4,4,4,4,4,2,4,4,2,3,2,1,1,1,1,1,1,3,6,1,6,5,99,99,99,99,99,99,3,4,3,3,,,3,1,1,2,1,2,1,3,2,2,4,9,3,3,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,99,2,2,1,99,1.0198624078720389
201801186310,16-Aug-2024 00:39:30,16-Aug-2024 00:47:46,1,1,9,2,2,1,4,2,3,2,,,,,,2,6,6,3,6,1,,,,,,4,4,4,4,4,2,1,4,1,4,4,1,4,3,3,2,3,1,3,2,2,1,3,2,4,4,2,2,2,2,2,2,3,6,6,2,2,,6,1,1,1,1,1,1,3,99,1,4,9,2,2,2,1,6,2,,2,3,5,4,1,8,,4,6,4,2,2,3,3,99,3,1,2,99,0.5947450654426991
201801186383,18-Aug-2024 10:26:14,18-Aug-2024 10:31:59,1,1,9,2,1,2,2,5,2,5,,,,,,5,5,5,5,5,2,,,,,,2,3,2,3,3,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,4,1,4,5,2,4,4,4,1,3,2,3,5,1,1,5,3,1,1,2,2,1,1,3,1,1,4,9,2,2,1,1,6,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,5,2,2,2,1.2137128357243356
201801186396,16-Aug-2024 11:42:42,16-Aug-2024 11:52:59,3,1,9,2,2,2,5,4,2,5,,,,,,4,4,2,5,4,2,,,,,,2,2,2,2,2,2,1,2,1,2,2,1,2,1,3,2,1,1,2,2,3,2,1,2,4,3,3,3,3,3,5,5,2,4,4,2,1,3,3,1,1,1,1,1,1,3,1,1,4,9,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,2,2,2,2,1.322070912948765
201801186501,13-Aug-2024 17:25:55,13-Aug-2024 17:35:18,3,1,9,2,2,3,5,3,2,2,,,,,,2,6,2,2,4,2,,,,,,3,4,4,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,4,3,3,5,5,5,5,5,5,2,3,3,3,,,3,1,1,2,2,1,2,4,1,1,4,9,1,4,2,3,2,2,,1,1,1,1,5,2,2,2,2,1,,1,1,1,7,2,1,2,2,0.7397598691704101
201801186581,17-Aug-2024 09:46:07,17-Aug-2024 09:52:28,1,1,9,1,2,2,2,4,1,3,2,6,4,3,4,,,,,,2,3,2,2,3,3,,,,,,2,2,2,2,2,2,2,2,3,1,3,1,2,1,3,3,1,3,4,4,4,1,3,3,3,1,3,2,4,4,2,1,3,4,2,2,1,2,1,2,3,1,1,4,9,2,1,2,1,5,2,,1,4,4,1,6,1,2,1,4,2,,2,4,1,7,5,2,2,2,1.259760106684817
201801186674,13-Aug-2024 18:55:55,13-Aug-2024 19:01:37,1,1,9,2,2,3,2,4,2,6,,,,,,4,6,2,6,4,4,,,,,,4,4,2,4,4,1,3,3,3,1,3,1,1,3,3,4,1,2,3,1,3,3,6,3,1,6,5,5,5,5,5,5,2,3,5,2,1,3,4,1,1,2,2,1,1,4,1,1,4,9,2,2,2,1,6,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,5,2,1,3,0.7545145529789554
