QKEY,F_INC_SDT1,F_EDUCCAT,F_AGECAT,F_GENDER,F_RACECMB,F_RACETHNMOD,CHATUSE_W152,USEAI_W152
727271,9.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0
201501116636,8.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201501121312,3.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201501122831,3.0,3.0,4.0,2.0,1.0,1.0,,5.0
201501123118,4.0,2.0,3.0,1.0,2.0,2.0,,5.0
201501125638,5.0,3.0,4.0,2.0,2.0,2.0,0.0,3.0
201501126328,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201501127185,3.0,3.0,4.0,1.0,1.0,1.0,,5.0
201501127373,7.0,1.0,4.0,1.0,1.0,1.0,,5.0
201501128639,9.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0
201501130661,1.0,2.0,4.0,1.0,2.0,2.0,0.0,3.0
201501135465,1.0,3.0,3.0,1.0,1.0,1.0,,5.0
201501136478,8.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0
201501136603,9.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0
201501136677,3.0,3.0,3.0,1.0,1.0,1.0,,5.0
201501137284,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0
201501137351,3.0,2.0,4.0,1.0,1.0,1.0,,5.0
201501141262,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0
201501142584,8.0,2.0,3.0,2.0,2.0,2.0,,1.0
201501144662,9.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201501144719,1.0,3.0,4.0,2.0,1.0,1.0,0.0,4.0
201501145170,3.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201501160555,9.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0
201501175156,7.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0
201501175652,7.0,1.0,4.0,1.0,2.0,2.0,0.0,5.0
201501177961,8.0,1.0,4.0,2.0,4.0,4.0,0.0,2.0
201501178474,1.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
201501179962,2.0,1.0,4.0,2.0,1.0,1.0,,5.0
201501181026,9.0,3.0,3.0,1.0,1.0,1.0,,4.0
201501184279,7.0,2.0,4.0,1.0,1.0,3.0,0.0,5.0
201501188906,1.0,2.0,4.0,1.0,1.0,1.0,,5.0
201501188973,6.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
201501191504,1.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
201501209439,6.0,1.0,4.0,1.0,5.0,3.0,0.0,2.0
201501209614,9.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0
201501210043,9.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0
201501210850,9.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0
201501211764,5.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201501215131,4.0,3.0,4.0,2.0,2.0,2.0,,5.0
201501216517,6.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0
201501218600,4.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0
201501218898,2.0,2.0,4.0,2.0,2.0,2.0,,5.0
201501220071,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0
201501222086,6.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0
201501222377,5.0,2.0,4.0,1.0,1.0,1.0,,2.0
201501222410,,2.0,4.0,1.0,2.0,2.0,,5.0
201501222530,3.0,3.0,3.0,2.0,1.0,1.0,,4.0
201501223286,8.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201501223663,4.0,1.0,2.0,2.0,1.0,1.0,,5.0
201501226033,,3.0,4.0,1.0,2.0,2.0,,4.0
201501227553,3.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201501229134,3.0,3.0,4.0,2.0,1.0,1.0,,
201501229317,2.0,1.0,2.0,2.0,2.0,2.0,0.0,5.0
201501230065,2.0,3.0,4.0,2.0,2.0,2.0,,5.0
201501231823,9.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0
201501232842,5.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0
201501235637,2.0,2.0,4.0,2.0,1.0,1.0,0.0,5.0
201501254771,4.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0
201501266522,1.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
201501267422,,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201501268222,2.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0
201501272036,,2.0,2.0,2.0,4.0,3.0,1.0,2.0
201501274506,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0
201501274936,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0
201501275680,1.0,2.0,4.0,1.0,2.0,2.0,0.0,5.0
201501276178,9.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0
201501280846,6.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201501280893,3.0,2.0,4.0,2.0,1.0,1.0,,5.0
201501282208,7.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
201501363221,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0
201501414200,8.0,2.0,3.0,1.0,3.0,5.0,0.0,3.0
201501459735,7.0,2.0,3.0,1.0,1.0,1.0,,2.0
201501509937,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
201501510512,6.0,3.0,4.0,2.0,1.0,1.0,,5.0
201501600458,9.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0
201501600500,8.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201501600624,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
201501601049,1.0,3.0,4.0,2.0,,,,5.0
201501601377,3.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0
201501602650,9.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0
201501602911,1.0,2.0,4.0,2.0,1.0,1.0,,5.0
201501603510,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
201501603687,6.0,2.0,4.0,1.0,1.0,1.0,,5.0
201501603893,9.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0
201501603993,9.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
201501604928,4.0,2.0,4.0,2.0,1.0,1.0,,5.0
201501605257,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
201501605317,3.0,1.0,2.0,1.0,4.0,4.0,,5.0
201501606569,1.0,1.0,2.0,1.0,3.0,5.0,0.0,2.0
201501606632,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
201501606644,6.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201501606876,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
201501607965,3.0,3.0,2.0,2.0,1.0,3.0,,5.0
201501608939,6.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
201501611392,4.0,1.0,2.0,1.0,2.0,2.0,0.0,5.0
201501611923,,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201501612249,2.0,1.0,4.0,2.0,1.0,1.0,,2.0
201501612338,1.0,3.0,2.0,1.0,1.0,1.0,,5.0
201501613005,1.0,1.0,4.0,1.0,2.0,2.0,0.0,5.0
201501613692,,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201501613699,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201501613809,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
201501613977,7.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0
201501614270,4.0,2.0,4.0,1.0,1.0,1.0,,5.0
201501615153,6.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0
201501615347,9.0,1.0,4.0,1.0,2.0,2.0,0.0,4.0
201501615608,6.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0
201501615624,5.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
201501615629,9.0,2.0,3.0,1.0,1.0,1.0,,2.0
201501615820,2.0,3.0,4.0,1.0,1.0,3.0,,5.0
201501616087,6.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201501616297,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501616464,5.0,3.0,2.0,1.0,2.0,2.0,0.0,3.0
201501616979,9.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0
201501617219,7.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0
201501617329,5.0,3.0,4.0,2.0,1.0,1.0,,5.0
201501617649,9.0,1.0,2.0,1.0,1.0,3.0,0.0,5.0
201501618307,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
201501618962,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
201501619063,1.0,1.0,4.0,2.0,2.0,2.0,0.0,3.0
201501619815,6.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201501620080,3.0,3.0,3.0,1.0,1.0,1.0,,
201501620631,9.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201501620999,3.0,2.0,4.0,2.0,1.0,1.0,,5.0
201501621546,9.0,1.0,3.0,3.0,1.0,1.0,0.0,4.0
201501622126,9.0,1.0,3.0,1.0,3.0,5.0,0.0,4.0
201501622215,4.0,2.0,4.0,2.0,1.0,1.0,,5.0
201501622472,9.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0
201501622506,2.0,2.0,3.0,2.0,4.0,4.0,0.0,5.0
201501622724,8.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
201501623001,8.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0
201501623142,5.0,1.0,4.0,1.0,1.0,1.0,,2.0
201501623251,4.0,2.0,3.0,1.0,1.0,1.0,,3.0
201501623794,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0
201501624218,6.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
201501624671,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
201501625134,1.0,3.0,4.0,1.0,2.0,2.0,,5.0
201501625415,9.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0
201501625764,9.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0
201501625871,9.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
201501626095,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201501626548,5.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0
201501626928,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
201501627067,1.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0
201501627803,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201501628362,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201501633958,9.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0
201501636380,8.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0
201501637194,3.0,3.0,3.0,2.0,1.0,3.0,0.0,5.0
201501641816,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
201501642191,6.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0
201501642238,,3.0,3.0,1.0,4.0,4.0,0.0,5.0
201501644034,9.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
201501644990,8.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0
201501646045,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0
201501648401,9.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201501649465,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0
201501649817,8.0,2.0,3.0,1.0,2.0,2.0,,4.0
201501650723,8.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0
201501651199,9.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0
201501651295,9.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201501651624,5.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0
201501651867,1.0,2.0,4.0,1.0,5.0,3.0,0.0,2.0
201501652039,,3.0,3.0,1.0,1.0,1.0,,2.0
201501653278,9.0,1.0,2.0,1.0,1.0,3.0,0.0,3.0
201501655673,1.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0
201501655718,9.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
201501655994,9.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0
201501656172,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0
201501656404,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501656958,9.0,1.0,3.0,1.0,1.0,1.0,,4.0
201501657128,9.0,2.0,3.0,1.0,1.0,1.0,0.0,5.0
201501657511,9.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
201501658068,3.0,3.0,3.0,2.0,1.0,1.0,,3.0
201501658192,9.0,2.0,2.0,1.0,1.0,3.0,,5.0
201501660632,9.0,2.0,2.0,1.0,4.0,3.0,0.0,2.0
201501661283,9.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0
201501664260,9.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0
201501667434,2.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
201501672680,9.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0
201501675331,9.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0
201501675454,,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201501675794,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201501676079,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
201501676648,9.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
201501677098,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0
201501677127,9.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0
201501677679,9.0,1.0,3.0,1.0,1.0,1.0,0.0,5.0
201501677921,8.0,1.0,2.0,1.0,3.0,5.0,0.0,5.0
201501677982,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0
201501678471,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
201501678530,3.0,3.0,3.0,1.0,1.0,1.0,,5.0
201501680124,8.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0
201501680191,4.0,1.0,4.0,2.0,1.0,1.0,,5.0
201501680331,9.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201501681482,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201501681510,2.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0
201501681593,7.0,2.0,4.0,2.0,1.0,1.0,,5.0
201501681893,6.0,2.0,4.0,1.0,1.0,1.0,0.0,5.0
201501682321,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501682703,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
201501683046,1.0,2.0,4.0,1.0,1.0,1.0,,2.0
201501683144,9.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
201501683817,1.0,3.0,2.0,1.0,3.0,5.0,0.0,3.0
201501683849,9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
201501683916,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501685836,7.0,1.0,2.0,2.0,1.0,1.0,,5.0
201501685981,3.0,3.0,2.0,1.0,5.0,3.0,0.0,2.0
201501686078,8.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0
201501686450,1.0,3.0,4.0,2.0,1.0,1.0,0.0,5.0
201501687377,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501687391,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201501687650,5.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0
201501687662,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501689057,6.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
201501689087,1.0,3.0,4.0,1.0,2.0,3.0,0.0,5.0
201501689159,9.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0
201501689348,9.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0
201501689562,1.0,3.0,2.0,2.0,1.0,3.0,0.0,5.0
201501689912,5.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0
201501690936,7.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0
201501691138,3.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0
201501691562,4.0,2.0,2.0,1.0,5.0,3.0,0.0,5.0
201501691614,5.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0
201501692036,9.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0
201501692883,9.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0
201501693598,5.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0
201501693784,1.0,3.0,4.0,1.0,1.0,1.0,,
201501694354,9.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0
201501694402,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201501694693,9.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0
201501694953,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201501695248,2.0,3.0,3.0,2.0,1.0,1.0,,5.0
201501695603,,1.0,4.0,1.0,1.0,1.0,0.0,2.0
201501695858,3.0,3.0,4.0,1.0,1.0,1.0,,3.0
201501696105,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0
201501698189,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
201501699339,4.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0
201501699667,9.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0
201501700365,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
201501700755,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0
201501701072,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0
201501701163,9.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0
201501701979,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0
201501702153,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0
201501725531,1.0,3.0,3.0,2.0,2.0,2.0,,5.0
201501725816,5.0,2.0,4.0,2.0,1.0,1.0,,2.0
201501725890,9.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
201501726403,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
201501726762,9.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0
201501727917,1.0,3.0,3.0,2.0,1.0,1.0,0.0,4.0
201501728687,7.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0
201501729156,,1.0,3.0,1.0,,,,4.0
201501729167,9.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201501729806,5.0,2.0,2.0,1.0,5.0,3.0,0.0,5.0
201501731054,9.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0
201501731289,1.0,3.0,3.0,2.0,2.0,2.0,,4.0
201501731455,,3.0,4.0,1.0,2.0,2.0,0.0,3.0
201501733261,1.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0
201501733270,2.0,1.0,3.0,1.0,1.0,3.0,,4.0
201501733490,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
201501734824,4.0,2.0,3.0,1.0,3.0,5.0,,3.0
201501735501,7.0,1.0,2.0,1.0,3.0,5.0,0.0,5.0
201501735861,1.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0
201501735882,6.0,2.0,3.0,2.0,1.0,1.0,,5.0
201501736475,7.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0
201501736864,9.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0
201501737852,9.0,1.0,3.0,1.0,2.0,2.0,,5.0
201501738220,9.0,1.0,2.0,1.0,5.0,4.0,1.0,3.0
201501738649,9.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0
201501738686,4.0,2.0,4.0,1.0,1.0,1.0,,5.0
201501739024,9.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
201501739462,8.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0
201501739514,9.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0
201501739549,2.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
201501739617,9.0,3.0,3.0,1.0,1.0,1.0,,5.0
201501786563,5.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0
201501786595,9.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0
201501794040,1.0,2.0,4.0,1.0,1.0,1.0,,2.0
201501794286,9.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0
201501798171,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201501798368,9.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0
201701202982,1.0,3.0,3.0,1.0,5.0,3.0,,5.0
201701204112,9.0,3.0,4.0,1.0,1.0,1.0,,5.0
201701206374,9.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
201701206619,9.0,1.0,4.0,2.0,1.0,1.0,,5.0
201701209591,2.0,2.0,4.0,2.0,1.0,3.0,,4.0
201701211015,9.0,2.0,4.0,2.0,1.0,1.0,,5.0
201701212768,2.0,2.0,4.0,2.0,2.0,2.0,,4.0
201701216349,9.0,1.0,3.0,1.0,4.0,3.0,0.0,4.0
201701218985,9.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0
201701219184,9.0,1.0,4.0,2.0,1.0,1.0,0.0,5.0
201701219942,9.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0
201701225006,3.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
201701226591,9.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0
201701231007,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201701235924,,,4.0,2.0,1.0,1.0,,5.0
201701237000,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
201701239132,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0
201701242147,,3.0,4.0,2.0,1.0,1.0,,5.0
201701250933,8.0,3.0,3.0,1.0,1.0,1.0,,5.0
201701251888,9.0,1.0,4.0,2.0,1.0,1.0,,5.0
201701254556,1.0,2.0,4.0,1.0,1.0,1.0,,2.0
201701255880,4.0,1.0,4.0,2.0,1.0,1.0,,3.0
201701257013,9.0,2.0,3.0,1.0,1.0,1.0,,2.0
201701260940,2.0,1.0,4.0,1.0,4.0,4.0,0.0,4.0
201701265692,4.0,3.0,2.0,1.0,5.0,4.0,0.0,4.0
201701268247,1.0,3.0,4.0,2.0,1.0,1.0,,
201701271927,4.0,2.0,4.0,1.0,1.0,1.0,,4.0
201701273413,3.0,2.0,3.0,1.0,1.0,1.0,0.0,4.0
201701289895,3.0,3.0,4.0,2.0,1.0,1.0,,5.0
201701290295,3.0,2.0,4.0,,,,0.0,5.0
201701294921,5.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0
201701600231,9.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0
201701601003,6.0,2.0,4.0,1.0,1.0,1.0,,5.0
201701601497,3.0,1.0,3.0,2.0,1.0,1.0,,5.0
201701602394,9.0,1.0,3.0,2.0,3.0,5.0,1.0,3.0
201701603310,8.0,1.0,4.0,1.0,2.0,2.0,,5.0
201701603484,1.0,3.0,3.0,2.0,2.0,2.0,,5.0
201701605699,9.0,3.0,2.0,2.0,1.0,1.0,0.0,5.0
201701606150,1.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0
201701606521,9.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0
201701607480,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0
201701608109,9.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0
201701610536,9.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0
201701610930,9.0,1.0,2.0,2.0,5.0,3.0,,2.0
201701616369,9.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0
201701617387,8.0,3.0,2.0,1.0,1.0,1.0,,5.0
201701617953,9.0,1.0,4.0,2.0,1.0,1.0,0.0,
201701618301,1.0,3.0,4.0,2.0,1.0,3.0,0.0,5.0
201701618677,2.0,3.0,2.0,1.0,1.0,1.0,,5.0
201701620576,9.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0
201701621782,8.0,1.0,4.0,2.0,1.0,1.0,1.0,
201701621929,9.0,3.0,4.0,1.0,1.0,1.0,0.0,5.0
201701622285,9.0,3.0,2.0,1.0,4.0,4.0,0.0,3.0
201701622446,1.0,3.0,4.0,1.0,2.0,2.0,0.0,5.0
201701622976,5.0,3.0,2.0,2.0,1.0,3.0,,5.0
201701624259,1.0,3.0,3.0,2.0,4.0,3.0,,1.0
201701625140,7.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0
201701626179,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201701627727,9.0,1.0,4.0,2.0,2.0,2.0,0.0,5.0
201701628100,4.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0
201701629027,9.0,1.0,1.0,1.0,1.0,1.0,,2.0
201701629223,9.0,1.0,4.0,1.0,4.0,4.0,0.0,4.0
201701629496,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
201701630536,1.0,2.0,4.0,2.0,1.0,1.0,,4.0
201701631071,9.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0
201701631683,,3.0,3.0,2.0,1.0,3.0,,5.0
201701635779,9.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0
201701636901,5.0,1.0,4.0,2.0,1.0,1.0,,4.0
201701639224,9.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0
201701640523,9.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0
201701641473,8.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0
201701643053,1.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0
201701643850,3.0,3.0,4.0,2.0,1.0,1.0,,5.0
201701645957,1.0,3.0,4.0,1.0,2.0,2.0,0.0,5.0
201701646732,5.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0
201701652109,6.0,2.0,4.0,1.0,1.0,1.0,0.0,4.0
201701653417,9.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0
201701653727,9.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0
201701655314,4.0,2.0,3.0,2.0,2.0,2.0,,5.0
201701656157,3.0,2.0,4.0,1.0,5.0,4.0,0.0,5.0
201701657354,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
201701658716,8.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0
201701659002,1.0,3.0,2.0,2.0,,3.0,,5.0
201701659298,9.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0
201701660622,3.0,3.0,4.0,2.0,1.0,1.0,,5.0
201701662558,9.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
201701663692,1.0,3.0,3.0,1.0,1.0,1.0,,2.0
201701664641,1.0,3.0,4.0,2.0,1.0,1.0,,5.0
201701664888,6.0,2.0,3.0,1.0,2.0,2.0,0.0,5.0
201701665582,9.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0
201701665628,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
201701665651,1.0,2.0,4.0,2.0,1.0,1.0,,5.0
201701666392,2.0,3.0,4.0,1.0,2.0,2.0,,5.0
201701667125,3.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0
201701667233,6.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0
201701668073,2.0,3.0,2.0,2.0,2.0,2.0,,5.0
201701669600,7.0,3.0,1.0,1.0,5.0,3.0,0.0,5.0
201701671884,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
201701675153,1.0,3.0,4.0,1.0,1.0,1.0,,5.0
201701677542,9.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0
201701679157,1.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0
201701682414,4.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0
201701682656,6.0,2.0,4.0,2.0,1.0,1.0,,5.0
201701684661,1.0,3.0,4.0,1.0,2.0,2.0,,4.0
201701684785,,3.0,2.0,1.0,,,,5.0
201701687014,1.0,3.0,3.0,2.0,1.0,3.0,,4.0
